BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,TaxAmount,AmountPaid,PaymentDate,PaymentMethod,Status
14957,8343,2024-08-28,2024-09-04,4300.72,0.00,460.79,4300.72,2024-09-01,Cash,Paid
14958,5268,2020-01-21,2020-01-28,4316.47,428.22,462.48,4316.47,2020-01-26,Corporate Account,Paid
14959,2107,2023-03-25,2023-04-01,1843.11,0.00,197.48,1843.11,2023-03-27,Corporate Account,Paid
14960,19906,2025-08-23,2025-08-30,1789.26,0.00,191.71,1789.26,2025-08-27,Bank Transfer,Paid
14961,16498,2021-02-20,2021-02-27,3692.81,0.00,395.66,0.00,,Bank Transfer,Pending
14962,2159,2023-05-15,2023-05-22,833.98,0.00,89.35,833.98,2023-05-20,Credit Card,Paid
14963,5051,2024-06-14,2024-06-21,3404.27,0.00,364.74,3404.27,2024-06-17,Credit Card,Paid
14964,3373,2022-12-07,2022-12-14,1919.39,0.00,205.65,1919.39,2022-12-07,Corporate Account,Paid
14965,6116,2022-10-27,2022-11-03,1547.47,72.72,165.80,1547.47,2022-11-01,Corporate Account,Paid
14966,12955,2025-06-01,2025-06-08,2403.90,0.00,257.56,0.00,,Cash,Pending
14967,20108,2021-02-23,2021-03-02,1163.51,0.00,124.66,1163.51,2021-02-25,Credit Card,Paid
14968,20802,2022-04-28,2022-05-05,1059.37,49.78,113.50,1059.37,2022-05-02,Cash,Paid
14969,1017,2020-02-23,2020-03-01,4888.76,0.00,523.80,4888.76,2020-02-23,Credit Card,Paid
14970,7693,2022-01-04,2022-01-11,1356.79,134.60,145.37,1356.79,2022-01-04,Corporate Account,Paid
14971,11985,2022-12-23,2022-12-30,4519.80,0.00,484.26,4519.80,2022-12-26,Credit Card,Paid
14972,44,2025-04-12,2025-04-19,3431.24,161.24,367.63,3431.24,2025-04-16,Bank Transfer,Paid
14973,13222,2021-03-26,2021-04-02,875.45,137.94,93.80,875.45,2021-03-31,Corporate Account,Paid
14974,1294,2023-10-17,2023-10-24,4377.38,434.26,469.00,4377.38,2023-10-20,Credit Card,Paid
14975,132,2021-04-21,2021-04-28,1565.69,0.00,167.75,1565.69,2021-04-21,Cash,Paid
14976,13911,2025-06-25,2025-07-02,306.16,30.37,32.80,306.16,2025-06-28,Credit Card,Paid
14977,4757,2023-04-27,2023-05-04,1528.88,151.67,163.81,0.00,,Cash,Overdue
14978,9243,2022-06-23,2022-06-30,2132.49,211.56,228.48,2132.49,2022-06-27,Credit Card,Paid
14979,14780,2020-07-06,2020-07-13,715.03,0.00,76.61,715.03,2020-07-11,Credit Card,Paid
14980,2137,2020-09-27,2020-10-04,1385.15,0.00,148.41,1385.15,2020-10-01,Corporate Account,Paid
14981,12503,2020-05-22,2020-05-29,2247.74,0.00,240.83,2247.74,2020-05-27,Credit Card,Paid
14982,7406,2020-10-07,2020-10-14,1532.23,0.00,164.17,0.00,,Cash,Pending
14983,10623,2020-10-26,2020-11-02,6455.29,0.00,691.64,6455.29,2020-10-30,Cash,Paid
14984,14038,2020-08-04,2020-08-11,5539.46,0.00,593.51,5539.46,2020-08-05,Bank Transfer,Paid
14985,6566,2024-08-26,2024-09-02,1299.72,61.08,139.26,1299.72,2024-08-29,Credit Card,Paid
14986,16117,2025-02-27,2025-03-06,2302.16,0.00,246.66,2302.16,2025-03-02,Bank Transfer,Paid
14987,20312,2021-11-24,2021-12-01,4482.19,0.00,480.23,4482.19,2021-11-27,Bank Transfer,Paid
14988,11972,2024-10-28,2024-11-04,3392.89,0.00,363.52,3392.89,2024-10-30,Cash,Paid
14989,24638,2022-07-06,2022-07-13,3832.73,0.00,410.65,3832.73,2022-07-08,Corporate Account,Paid
14990,17736,2024-11-18,2024-11-25,1689.83,79.41,181.05,1689.83,2024-11-22,Credit Card,Paid
14991,2645,2023-04-06,2023-04-13,3214.45,0.00,344.41,3214.45,2023-04-10,Bank Transfer,Paid
14992,7670,2025-10-11,2025-10-18,4142.31,194.66,443.82,4142.31,2025-10-13,Cash,Paid
14993,19912,2020-10-26,2020-11-02,2132.71,211.58,228.50,2132.71,2020-10-27,Bank Transfer,Paid
14994,23416,2020-12-27,2021-01-03,1856.33,0.00,198.89,1856.33,2020-12-28,Corporate Account,Paid
14995,4852,2021-11-17,2021-11-24,1844.11,86.66,197.58,1844.11,2021-11-22,Bank Transfer,Paid
14996,16999,2024-12-28,2025-01-04,1581.76,0.00,169.47,1581.76,2024-12-28,Credit Card,Paid
14997,7140,2020-01-05,2020-01-12,1667.55,78.36,178.67,1667.55,2020-01-05,Credit Card,Paid
14998,17712,2022-06-20,2022-06-27,1199.04,0.00,128.47,1199.04,2022-06-22,Bank Transfer,Paid
14999,14891,2025-07-14,2025-07-21,797.75,79.14,85.47,0.00,,Bank Transfer,Pending
15000,24742,2024-09-20,2024-09-27,2262.26,0.00,242.38,0.00,,Corporate Account,Pending
15001,22941,2025-12-26,2026-01-02,2422.30,0.00,259.53,0.00,,Cash,Pending
15002,2800,2020-04-28,2020-05-05,630.47,0.00,67.55,630.47,2020-05-03,Credit Card,Paid
15003,11073,2020-04-28,2020-05-05,5911.95,0.00,633.42,5911.95,2020-05-02,Bank Transfer,Paid
15004,7491,2022-03-10,2022-03-17,2725.33,0.00,292.00,2725.33,2022-03-11,Credit Card,Paid
15005,17657,2023-02-11,2023-02-18,2422.13,381.64,259.51,2422.13,2023-02-11,Bank Transfer,Paid
15006,5235,2025-10-11,2025-10-18,1207.76,0.00,129.40,1207.76,2025-10-16,Credit Card,Paid
15007,12507,2022-12-19,2022-12-26,1517.66,150.56,162.61,1517.66,2022-12-19,Bank Transfer,Paid
15008,9848,2020-05-12,2020-05-19,1449.72,0.00,155.33,1449.72,2020-05-13,Cash,Paid
15009,13207,2021-08-27,2021-09-03,1565.55,0.00,167.74,0.00,,Bank Transfer,Pending
15010,5139,2023-01-12,2023-01-19,2964.35,0.00,317.61,2964.35,2023-01-12,Credit Card,Paid
15011,4700,2021-06-26,2021-07-03,2372.95,111.51,254.24,2372.95,2021-07-01,Corporate Account,Paid
15012,12812,2023-05-15,2023-05-22,2249.60,105.71,241.03,2249.60,2023-05-15,Bank Transfer,Paid
15013,9421,2025-10-10,2025-10-17,1453.53,144.20,155.73,1453.53,2025-10-11,Bank Transfer,Paid
15014,16720,2020-01-05,2020-01-12,5710.40,0.00,611.83,5710.40,2020-01-10,Corporate Account,Paid
15015,13697,2023-05-20,2023-05-27,3268.43,0.00,350.19,3268.43,2023-05-20,Cash,Paid
15016,5449,2021-12-03,2021-12-10,836.17,39.29,89.59,836.17,2021-12-07,Cash,Paid
15017,1019,2025-12-10,2025-12-17,826.72,0.00,88.58,826.72,2025-12-15,Credit Card,Paid
15018,10087,2023-04-23,2023-04-30,5714.34,0.00,612.25,5714.34,2023-04-24,Bank Transfer,Paid
15019,19892,2024-12-20,2024-12-27,699.10,0.00,74.90,699.10,2024-12-22,Credit Card,Paid
15020,24990,2024-09-05,2024-09-12,4585.91,722.57,491.35,4585.91,2024-09-07,Bank Transfer,Paid
15021,16101,2022-05-11,2022-05-18,2728.94,0.00,292.39,0.00,,Cash,Pending
15022,7155,2023-03-03,2023-03-10,2645.51,0.00,283.45,2645.51,2023-03-03,Bank Transfer,Paid
15023,7372,2022-09-07,2022-09-14,6861.50,0.00,735.16,6861.50,2022-09-10,Bank Transfer,Paid
15024,23079,2020-03-02,2020-03-09,5230.29,0.00,560.39,5230.29,2020-03-05,Bank Transfer,Paid
15025,882,2025-03-18,2025-03-25,811.92,80.55,86.99,811.92,2025-03-18,Corporate Account,Paid
15026,11788,2023-01-02,2023-01-09,1417.35,66.60,151.86,1417.35,2023-01-07,Bank Transfer,Paid
15027,24789,2024-03-09,2024-03-16,5969.40,0.00,639.58,5969.40,2024-03-13,Bank Transfer,Paid
15028,11050,2025-11-27,2025-12-04,1126.20,0.00,120.66,1126.20,2025-11-30,Corporate Account,Paid
15029,23265,2022-03-19,2022-03-26,3605.91,0.00,386.35,3605.91,2022-03-22,Credit Card,Paid
15030,1273,2022-10-28,2022-11-04,922.14,145.29,98.80,0.00,,Corporate Account,Overdue
15031,23916,2025-04-03,2025-04-10,4982.67,0.00,533.86,0.00,,Credit Card,Pending
15032,14950,2021-05-15,2021-05-22,1505.99,0.00,161.36,0.00,,Bank Transfer,Pending
15033,4496,2024-08-06,2024-08-13,2706.41,0.00,289.97,2706.41,2024-08-08,Cash,Paid
15034,15425,2021-10-14,2021-10-21,844.40,83.77,90.47,844.40,2021-10-16,Bank Transfer,Paid
15035,19686,2020-12-13,2020-12-20,826.76,0.00,88.58,826.76,2020-12-14,Bank Transfer,Paid
15036,3085,2021-12-11,2021-12-18,2515.04,561.39,269.47,2515.04,2021-12-16,Corporate Account,Paid
15037,24421,2021-09-26,2021-10-03,1950.52,0.00,208.98,1950.52,2021-09-28,Credit Card,Paid
15038,754,2020-05-12,2020-05-19,1400.78,0.00,150.08,1400.78,2020-05-12,Cash,Paid
15039,13256,2024-08-04,2024-08-11,1223.39,0.00,131.08,1223.39,2024-08-05,Cash,Paid
15040,17703,2021-12-12,2021-12-19,4540.33,213.36,486.46,4540.33,2021-12-17,Cash,Paid
15041,17659,2020-09-28,2020-10-05,1442.59,0.00,154.56,0.00,,Cash,Overdue
15042,20557,2023-04-24,2023-05-01,3053.57,0.00,327.17,3053.57,2023-04-24,Corporate Account,Paid
15043,17940,2025-10-18,2025-10-25,1326.95,0.00,142.17,0.00,,Cash,Pending
15044,18010,2021-06-25,2021-07-02,3688.80,173.35,395.23,3688.80,2021-06-26,Credit Card,Paid
15045,5769,2025-05-21,2025-05-28,1715.66,0.00,183.82,1715.66,2025-05-26,Corporate Account,Paid
15046,13984,2024-08-14,2024-08-21,2816.14,0.00,301.73,2816.14,2024-08-17,Bank Transfer,Paid
15047,510,2023-01-13,2023-01-20,1995.86,314.47,213.84,1995.86,2023-01-16,Bank Transfer,Paid
15048,21389,2023-02-11,2023-02-18,2410.09,0.00,258.22,2410.09,2023-02-11,Corporate Account,Paid
15049,22705,2021-08-04,2021-08-11,2160.80,0.00,231.51,2160.80,2021-08-07,Cash,Paid
15050,3721,2020-02-06,2020-02-13,4465.84,0.00,478.48,4465.84,2020-02-08,Corporate Account,Paid
15051,21545,2023-10-22,2023-10-29,653.73,0.00,70.04,0.00,,Bank Transfer,Pending
15052,2103,2025-10-17,2025-10-24,3044.43,143.07,326.19,3044.43,2025-10-22,Credit Card,Paid
15053,4288,2020-08-21,2020-08-28,595.32,27.98,63.78,595.32,2020-08-21,Cash,Paid
15054,14113,2021-06-11,2021-06-18,1951.04,0.00,209.04,0.00,,Bank Transfer,Pending
15055,23676,2025-05-01,2025-05-08,2277.26,0.00,243.99,2277.26,2025-05-06,Cash,Paid
15056,122,2024-01-10,2024-01-17,5182.92,0.00,555.31,5182.92,2024-01-11,Bank Transfer,Paid
15057,16611,2024-08-06,2024-08-13,1047.29,49.21,112.21,1047.29,2024-08-09,Corporate Account,Paid
15058,12645,2022-12-23,2022-12-30,1740.64,0.00,186.50,1740.64,2022-12-26,Credit Card,Paid
15059,9891,2024-02-25,2024-03-03,5454.94,0.00,584.46,5454.94,2024-02-25,Bank Transfer,Paid
15060,14126,2021-02-17,2021-02-24,2863.00,0.00,306.75,2863.00,2021-02-22,Bank Transfer,Paid
15061,12979,2021-08-24,2021-08-31,2567.03,0.00,275.04,2567.03,2021-08-28,Credit Card,Paid
15062,4786,2025-10-02,2025-10-09,3958.67,0.00,424.14,3958.67,2025-10-07,Cash,Paid
15063,11545,2022-10-20,2022-10-27,1959.37,0.00,209.93,0.00,,Bank Transfer,Pending
15064,15114,2020-05-24,2020-05-31,2544.72,0.00,272.65,2544.72,2020-05-29,Corporate Account,Paid
15065,4008,2020-10-24,2020-10-31,878.59,0.00,94.14,878.59,2020-10-26,Corporate Account,Paid
15066,24832,2023-11-04,2023-11-11,3553.21,0.00,380.70,3553.21,2023-11-09,Corporate Account,Paid
15067,8451,2024-04-01,2024-04-08,840.77,0.00,90.08,840.77,2024-04-04,Credit Card,Paid
15068,18538,2022-09-04,2022-09-11,4231.15,666.67,453.34,0.00,,Bank Transfer,Pending
15069,16358,2025-12-19,2025-12-26,1269.77,0.00,136.05,1269.77,2025-12-19,Cash,Paid
15070,2483,2025-08-12,2025-08-19,2349.48,110.41,251.73,0.00,,Credit Card,Pending
15071,24295,2024-01-17,2024-01-24,4342.13,430.77,465.23,4342.13,2024-01-18,Bank Transfer,Paid
15072,1539,2022-05-27,2022-06-03,2539.24,0.00,272.06,0.00,,Credit Card,Pending
15073,16710,2020-01-12,2020-01-19,2867.19,0.00,307.20,2867.19,2020-01-17,Bank Transfer,Paid
15074,13028,2023-08-02,2023-08-09,816.03,0.00,87.43,0.00,,Corporate Account,Pending
15075,23304,2020-03-22,2020-03-29,2334.33,0.00,250.11,0.00,,Credit Card,Pending
15076,3073,2022-01-17,2022-01-24,1218.62,120.89,130.57,1218.62,2022-01-20,Cash,Paid
15077,9409,2023-07-20,2023-07-27,1405.15,0.00,150.55,1405.15,2023-07-24,Bank Transfer,Paid
15078,19826,2024-01-09,2024-01-16,4166.45,0.00,446.41,4166.45,2024-01-13,Corporate Account,Paid
15079,6333,2020-04-06,2020-04-13,2110.84,0.00,226.16,2110.84,2020-04-09,Credit Card,Paid
15080,1783,2022-05-02,2022-05-09,5117.46,0.00,548.30,5117.46,2022-05-06,Bank Transfer,Paid
15081,2093,2020-10-27,2020-11-03,766.33,76.02,82.11,766.33,2020-10-29,Bank Transfer,Paid
15082,18786,2024-09-13,2024-09-20,2286.41,0.00,244.97,0.00,,Corporate Account,Pending
15083,16671,2021-12-09,2021-12-16,1874.98,0.00,200.89,1874.98,2021-12-09,Cash,Paid
15084,18122,2024-11-07,2024-11-14,1479.34,0.00,158.50,1479.34,2024-11-09,Credit Card,Paid
15085,6569,2020-10-15,2020-10-22,957.56,0.00,102.60,957.56,2020-10-16,Cash,Paid
15086,22447,2024-03-14,2024-03-21,1338.78,132.82,143.44,1338.78,2024-03-14,Bank Transfer,Paid
15087,17969,2025-06-01,2025-06-08,2440.38,0.00,261.47,2440.38,2025-06-04,Credit Card,Paid
15088,9158,2020-04-22,2020-04-29,4209.91,0.00,451.06,4209.91,2020-04-24,Cash,Paid
15089,24913,2023-06-22,2023-06-29,2054.59,203.83,220.14,2054.59,2023-06-25,Credit Card,Paid
15090,21633,2024-08-23,2024-08-30,1380.11,0.00,147.87,1380.11,2024-08-25,Credit Card,Paid
15091,16056,2025-02-06,2025-02-13,2235.24,0.00,239.49,0.00,,Credit Card,Pending
15092,2692,2020-12-15,2020-12-22,1816.03,286.14,194.57,0.00,,Corporate Account,Pending
15093,6624,2021-11-18,2021-11-25,2591.17,121.77,277.63,2591.17,2021-11-18,Cash,Paid
15094,23669,2021-08-02,2021-08-09,2884.41,0.00,309.04,2884.41,2021-08-03,Corporate Account,Paid
15095,11265,2021-11-27,2021-12-04,3338.61,156.89,357.71,3338.61,2021-11-29,Credit Card,Paid
15096,2237,2023-09-13,2023-09-20,1502.87,0.00,161.02,1502.87,2023-09-16,Cash,Paid
15097,18479,2020-12-10,2020-12-17,1746.94,0.00,187.17,0.00,,Corporate Account,Pending
15098,17942,2022-05-22,2022-05-29,1320.31,0.00,141.46,1320.31,2022-05-26,Bank Transfer,Paid
15099,20066,2024-05-24,2024-05-31,1105.98,0.00,118.50,1105.98,2024-05-27,Credit Card,Paid
15100,10639,2022-09-20,2022-09-27,3968.50,0.00,425.20,0.00,,Credit Card,Pending
15101,5086,2023-07-22,2023-07-29,1126.18,0.00,120.66,1126.18,2023-07-23,Cash,Paid
15102,12148,2022-10-22,2022-10-29,343.79,16.16,36.83,343.79,2022-10-27,Corporate Account,Paid
15103,24653,2022-09-03,2022-09-10,3702.33,0.00,396.68,0.00,,Corporate Account,Pending
15104,20620,2023-01-19,2023-01-26,705.57,0.00,75.60,705.57,2023-01-23,Cash,Paid
15105,17759,2021-11-21,2021-11-28,722.58,0.00,77.42,0.00,,Credit Card,Pending
15106,19750,2024-02-26,2024-03-04,2906.79,0.00,311.44,2906.79,2024-02-27,Credit Card,Paid
15107,8431,2024-08-28,2024-09-04,2707.85,604.43,290.13,2707.85,2024-08-31,Credit Card,Paid
15108,15102,2021-05-20,2021-05-27,987.43,0.00,105.80,987.43,2021-05-25,Bank Transfer,Paid
15109,23517,2021-08-05,2021-08-12,817.45,0.00,87.58,817.45,2021-08-07,Cash,Paid
15110,6806,2021-02-09,2021-02-16,2577.85,0.00,276.20,2577.85,2021-02-13,Corporate Account,Paid
15111,19158,2021-07-23,2021-07-30,1451.18,0.00,155.48,1451.18,2021-07-23,Corporate Account,Paid
15112,8043,2021-04-25,2021-05-02,2599.66,0.00,278.53,2599.66,2021-04-25,Bank Transfer,Paid
15113,3451,2025-07-09,2025-07-16,2251.44,0.00,241.23,2251.44,2025-07-12,Cash,Paid
15114,22975,2024-10-10,2024-10-17,772.75,0.00,82.79,772.75,2024-10-14,Credit Card,Paid
15115,5212,2021-12-16,2021-12-23,940.14,0.00,100.73,940.14,2021-12-20,Credit Card,Paid
15116,2896,2021-04-26,2021-05-03,1760.68,82.74,188.64,1760.68,2021-04-27,Credit Card,Paid
15117,24772,2023-05-17,2023-05-24,824.16,0.00,88.30,824.16,2023-05-21,Cash,Paid
15118,3716,2023-07-14,2023-07-21,3962.97,0.00,424.60,3962.97,2023-07-18,Corporate Account,Paid
15119,245,2021-02-13,2021-02-20,1345.41,63.22,144.15,0.00,,Cash,Pending
15120,21124,2024-11-11,2024-11-18,5102.42,239.78,546.69,0.00,,Bank Transfer,Overdue
15121,20805,2023-07-04,2023-07-11,1491.48,0.00,159.80,0.00,,Corporate Account,Overdue
15122,7768,2023-11-21,2023-11-28,2997.38,0.00,321.15,2997.38,2023-11-26,Credit Card,Paid
15123,5959,2023-12-09,2023-12-16,1036.80,163.36,111.09,1036.80,2023-12-09,Cash,Paid
15124,18592,2022-03-26,2022-04-02,2630.54,123.62,281.84,2630.54,2022-03-29,Corporate Account,Paid
15125,13073,2023-03-07,2023-03-14,2967.61,294.41,317.96,2967.61,2023-03-11,Cash,Paid
15126,17398,2021-12-25,2022-01-01,881.63,138.91,94.46,881.63,2021-12-30,Bank Transfer,Paid
15127,22682,2025-02-04,2025-02-11,1474.81,0.00,158.02,1474.81,2025-02-07,Credit Card,Paid
15128,15285,2020-03-20,2020-03-27,1771.05,0.00,189.76,1771.05,2020-03-23,Bank Transfer,Paid
15129,18106,2024-07-14,2024-07-21,1558.47,73.24,166.98,1558.47,2024-07-14,Cash,Paid
15130,12519,2023-12-22,2023-12-29,474.40,0.00,50.83,474.40,2023-12-24,Credit Card,Paid
15131,7294,2024-02-26,2024-03-04,1144.57,0.00,122.63,1144.57,2024-03-02,Credit Card,Paid
15132,15857,2020-06-01,2020-06-08,3144.35,0.00,336.89,3144.35,2020-06-03,Corporate Account,Paid
15133,15865,2024-10-03,2024-10-10,1272.31,0.00,136.32,1272.31,2024-10-04,Credit Card,Paid
15134,2854,2022-02-11,2022-02-18,2552.60,402.19,273.49,2552.60,2022-02-16,Credit Card,Paid
15135,723,2020-12-08,2020-12-15,1079.00,0.00,115.61,1079.00,2020-12-12,Corporate Account,Paid
15136,5594,2024-03-05,2024-03-12,1558.87,0.00,167.02,1558.87,2024-03-06,Cash,Paid
15137,20529,2025-08-18,2025-08-25,4391.37,0.00,470.50,4391.37,2025-08-21,Bank Transfer,Paid
15138,20778,2021-07-20,2021-07-27,463.03,103.35,49.61,463.03,2021-07-25,Credit Card,Paid
15139,18644,2024-09-22,2024-09-29,2616.02,0.00,280.29,2616.02,2024-09-22,Corporate Account,Paid
15140,24054,2023-03-17,2023-03-24,648.24,0.00,69.45,648.24,2023-03-18,Corporate Account,Paid
15141,11012,2023-12-20,2023-12-27,1637.36,162.44,175.43,1637.36,2023-12-22,Corporate Account,Paid
15142,12629,2025-09-19,2025-09-26,1574.51,0.00,168.70,1574.51,2025-09-24,Cash,Paid
15143,10237,2022-09-08,2022-09-15,894.53,0.00,95.84,894.53,2022-09-10,Credit Card,Paid
15144,13614,2020-02-07,2020-02-14,750.43,74.45,80.40,750.43,2020-02-12,Cash,Paid
15145,16860,2022-12-13,2022-12-20,2293.92,0.00,245.78,2293.92,2022-12-18,Bank Transfer,Paid
15146,23609,2022-12-02,2022-12-09,2633.20,0.00,282.13,2633.20,2022-12-04,Credit Card,Paid
15147,18862,2022-06-27,2022-07-04,802.94,0.00,86.03,802.94,2022-06-30,Credit Card,Paid
15148,312,2025-12-23,2025-12-30,2604.48,0.00,279.05,2604.48,2025-12-26,Bank Transfer,Paid
15149,1655,2022-12-08,2022-12-15,1694.27,168.08,181.53,0.00,,Corporate Account,Pending
15150,1253,2021-07-16,2021-07-23,2065.21,460.99,221.27,2065.21,2021-07-19,Cash,Paid
15151,4176,2023-08-12,2023-08-19,2393.16,0.00,256.41,2393.16,2023-08-16,Corporate Account,Paid
15152,6008,2023-04-07,2023-04-14,924.47,91.71,99.05,924.47,2023-04-07,Bank Transfer,Paid
15153,4098,2022-04-02,2022-04-09,4306.83,0.00,461.45,4306.83,2022-04-02,Bank Transfer,Paid
15154,19702,2020-05-05,2020-05-12,747.68,0.00,80.11,747.68,2020-05-07,Corporate Account,Paid
15155,20165,2022-07-28,2022-08-04,3219.15,0.00,344.91,3219.15,2022-07-31,Bank Transfer,Paid
15156,22567,2024-12-08,2024-12-15,3587.00,0.00,384.32,0.00,,Bank Transfer,Pending
15157,20439,2025-12-02,2025-12-09,2193.27,0.00,234.99,2193.27,2025-12-06,Bank Transfer,Paid
15158,15605,2020-07-04,2020-07-11,1955.79,91.91,209.55,1955.79,2020-07-05,Corporate Account,Paid
15159,20889,2021-11-08,2021-11-15,1564.16,155.17,167.59,1564.16,2021-11-11,Corporate Account,Paid
15160,16330,2025-04-14,2025-04-21,1977.79,0.00,211.91,1977.79,2025-04-14,Cash,Paid
15161,6538,2025-04-27,2025-05-04,2088.51,0.00,223.77,2088.51,2025-05-01,Credit Card,Paid
15162,9112,2020-01-20,2020-01-27,3642.03,0.00,390.22,3642.03,2020-01-22,Cash,Paid
15163,19476,2022-01-15,2022-01-22,996.90,0.00,106.81,996.90,2022-01-18,Credit Card,Paid
15164,6463,2020-11-10,2020-11-17,2071.38,97.34,221.93,2071.38,2020-11-15,Credit Card,Paid
15165,14538,2023-05-08,2023-05-15,978.82,0.00,104.87,0.00,,Cash,Pending
15166,8508,2021-03-17,2021-03-24,1528.95,0.00,163.82,0.00,,Cash,Pending
15167,15481,2022-09-23,2022-09-30,1812.28,285.55,194.17,1812.28,2022-09-24,Credit Card,Paid
15168,2460,2023-02-26,2023-03-05,2814.53,0.00,301.56,2814.53,2023-02-26,Corporate Account,Paid
15169,23808,2021-11-17,2021-11-24,3352.25,0.00,359.17,3352.25,2021-11-18,Bank Transfer,Paid
15170,9325,2022-11-08,2022-11-15,814.40,38.27,87.26,814.40,2022-11-10,Credit Card,Paid
15171,13490,2023-06-08,2023-06-15,1450.54,68.16,155.41,1450.54,2023-06-12,Corporate Account,Paid
15172,6653,2024-05-18,2024-05-25,2970.08,139.57,318.22,2970.08,2024-05-23,Corporate Account,Paid
15173,3448,2022-08-09,2022-08-16,348.05,16.36,37.29,348.05,2022-08-14,Cash,Paid
15174,1817,2022-11-01,2022-11-08,1247.04,0.00,133.61,1247.04,2022-11-02,Cash,Paid
15175,2761,2025-09-16,2025-09-23,3698.03,173.78,396.22,3698.03,2025-09-17,Cash,Paid
15176,7614,2021-02-05,2021-02-12,2204.85,0.00,236.23,2204.85,2021-02-09,Credit Card,Paid
15177,6555,2024-01-18,2024-01-25,1886.27,0.00,202.10,1886.27,2024-01-19,Cash,Paid
15178,14175,2025-09-12,2025-09-19,3304.43,737.60,354.05,3304.43,2025-09-12,Bank Transfer,Paid
15179,7915,2021-02-07,2021-02-14,4442.34,0.00,475.96,0.00,,Credit Card,Pending
15180,17667,2024-03-12,2024-03-19,1316.52,0.00,141.06,1316.52,2024-03-15,Bank Transfer,Paid
15181,22040,2024-04-22,2024-04-29,3202.20,0.00,343.09,3202.20,2024-04-25,Bank Transfer,Paid
15182,23694,2025-12-10,2025-12-17,4357.87,0.00,466.91,0.00,,Credit Card,Pending
15183,13716,2024-05-01,2024-05-08,1262.96,0.00,135.32,1262.96,2024-05-06,Corporate Account,Paid
15184,20590,2020-03-10,2020-03-17,511.48,0.00,54.80,511.48,2020-03-15,Bank Transfer,Paid
15185,19584,2024-03-28,2024-04-04,2276.08,225.80,243.87,2276.08,2024-04-01,Corporate Account,Paid
15186,4530,2023-05-12,2023-05-19,4294.40,0.00,460.11,4294.40,2023-05-16,Credit Card,Paid
15187,14784,2020-01-03,2020-01-10,4013.69,188.61,430.04,4013.69,2020-01-08,Bank Transfer,Paid
15188,20444,2020-07-14,2020-07-21,3556.98,0.00,381.11,3556.98,2020-07-15,Cash,Paid
15189,10483,2024-07-18,2024-07-25,1566.36,0.00,167.82,1566.36,2024-07-23,Bank Transfer,Paid
15190,24210,2025-06-24,2025-07-01,4230.81,0.00,453.30,4230.81,2025-06-25,Cash,Paid
15191,1316,2021-12-07,2021-12-14,1433.53,67.37,153.59,1433.53,2021-12-07,Credit Card,Paid
15192,12851,2025-12-16,2025-12-23,2395.78,112.58,256.69,2395.78,2025-12-19,Credit Card,Paid
15193,3690,2020-02-02,2020-02-09,4381.79,0.00,469.48,0.00,,Cash,Overdue
15194,24612,2023-03-08,2023-03-15,3835.19,0.00,410.91,3835.19,2023-03-08,Bank Transfer,Paid
15195,5963,2024-08-03,2024-08-10,338.28,0.00,36.24,0.00,,Cash,Pending
15196,19097,2020-12-21,2020-12-28,656.41,30.85,70.33,656.41,2020-12-24,Bank Transfer,Paid
15197,17638,2022-05-07,2022-05-14,1504.57,0.00,161.20,1504.57,2022-05-11,Credit Card,Paid
15198,9691,2020-08-27,2020-09-03,1291.48,0.00,138.37,1291.48,2020-08-27,Cash,Paid
15199,19851,2024-10-20,2024-10-27,3181.66,149.51,340.89,0.00,,Credit Card,Pending
15200,12266,2025-10-03,2025-10-10,1606.94,0.00,172.17,1606.94,2025-10-05,Cash,Paid
15201,7008,2021-07-19,2021-07-26,936.94,0.00,100.39,936.94,2021-07-24,Credit Card,Paid
15202,592,2021-01-17,2021-01-24,2637.41,0.00,282.58,2637.41,2021-01-17,Corporate Account,Paid
15203,22979,2025-04-16,2025-04-23,1263.09,281.94,135.33,0.00,,Cash,Overdue
15204,17780,2020-08-23,2020-08-30,2022.29,318.64,216.67,2022.29,2020-08-26,Corporate Account,Paid
15205,2922,2024-04-14,2024-04-21,2051.54,0.00,219.81,2051.54,2024-04-14,Cash,Paid
15206,11743,2022-12-04,2022-12-11,1788.18,0.00,191.59,0.00,,Cash,Overdue
15207,7892,2023-04-11,2023-04-18,1270.28,0.00,136.10,0.00,,Credit Card,Pending
15208,22026,2024-07-19,2024-07-26,1510.00,0.00,161.79,0.00,,Bank Transfer,Pending
15209,7391,2022-03-01,2022-03-08,2288.67,0.00,245.21,2288.67,2022-03-02,Cash,Paid
15210,12771,2025-06-06,2025-06-13,780.94,0.00,83.67,780.94,2025-06-11,Credit Card,Paid
15211,18030,2024-06-28,2024-07-05,1567.78,247.02,167.98,1567.78,2024-06-30,Corporate Account,Paid
15212,16678,2023-12-13,2023-12-20,5740.82,569.53,615.09,5740.82,2023-12-18,Cash,Paid
15213,20426,2022-01-02,2022-01-09,6414.65,0.00,687.28,6414.65,2022-01-02,Corporate Account,Paid
15214,19146,2020-01-01,2020-01-08,3312.88,328.66,354.95,3312.88,2020-01-06,Corporate Account,Paid
15215,6409,2025-01-10,2025-01-17,2659.12,0.00,284.91,0.00,,Cash,Pending
