GuestID,ServiceID,Rating,Comments,FeedbackDate
502,5,4,Great hotel!,2024-12-08
2324,12,4,Friendly staff,2021-03-11
2853,4,1,Terrible experience,2020-12-14
1289,1,5,Excellent service!,2024-07-23
1608,6,5,Amazing staff!,2021-11-23
2321,9,5,Excellent service!,2025-10-20
1445,13,4,Nice experience,2025-10-23
2087,1,4,Very good service,2023-09-24
613,15,5,Outstanding experience!,2025-03-06
484,6,5,Perfect stay!,2020-08-06
1535,10,3,Decent hotel,2024-02-02
2178,9,4,Good value,2025-05-31
2877,10,2,Needs improvement,2023-06-19
2954,4,5,Perfect stay!,2021-12-15
241,2,5,Amazing staff!,2022-11-17
1867,14,5,Perfect stay!,2025-02-24
1591,4,4,Good value,2022-09-28
1905,9,4,Great hotel!,2025-08-04
2115,10,5,Perfect stay!,2023-08-19
2313,7,5,Outstanding experience!,2020-01-18
1861,3,4,Good value,2022-01-30
2439,6,4,Very good service,2023-10-11
1382,12,3,Average stay,2022-04-08
2957,3,5,Outstanding experience!,2025-02-22
2987,10,1,Very poor,2021-05-30
2311,10,4,Friendly staff,2020-12-31
2572,5,4,Nice experience,2024-10-31
2277,6,3,Fair experience,2021-11-25
1154,12,3,Fair experience,2022-11-08
256,9,2,Poor service,2025-04-14
965,10,4,Good value,2021-01-06
2202,13,1,Would not recommend,2024-04-30
2152,4,4,Friendly staff,2021-09-28
669,2,3,Okay service,2023-12-06
2125,8,4,Nice experience,2020-12-01
904,8,1,Awful service,2021-01-12
1796,12,3,Average stay,2025-03-18
507,2,5,Outstanding experience!,2024-02-07
576,7,4,Very good service,2021-08-20
179,10,5,Highly recommend!,2022-08-17
2112,14,4,Nice experience,2025-05-28
2696,3,2,Poor service,2023-09-02
1718,4,4,Nice experience,2022-04-28
689,3,3,Could be better,2023-03-12
2446,12,5,Perfect stay!,2021-12-05
2531,10,5,Outstanding experience!,2023-07-18
29,15,5,Excellent service!,2025-03-11
2191,8,1,Awful service,2022-02-11
1796,12,5,Perfect stay!,2025-07-23
2795,4,4,Nice experience,2024-05-06
367,2,4,Great hotel!,2025-01-07
1230,11,3,Fair experience,2023-03-22
276,14,5,Amazing staff!,2025-10-19
2611,11,5,Perfect stay!,2021-01-14
348,9,5,Excellent service!,2025-01-27
135,11,2,Below expectations,2023-01-27
825,7,5,Perfect stay!,2020-09-22
1955,6,5,Excellent service!,2023-12-22
2634,15,4,Great hotel!,2025-07-29
2253,8,3,Average stay,2024-04-15
1334,13,4,Great hotel!,2021-12-09
2077,15,4,Nice experience,2021-08-04
56,11,3,Decent hotel,2024-12-03
430,13,3,Could be better,2025-01-16
1877,12,4,Great hotel!,2020-07-26
1061,15,4,Great hotel!,2025-04-20
2725,3,4,Nice experience,2024-05-13
2179,3,2,Below expectations,2020-03-04
1228,12,4,Friendly staff,2024-03-03
693,15,4,Friendly staff,2020-01-02
927,13,4,Very good service,2025-06-25
1638,6,3,Could be better,2024-11-07
2887,1,5,Excellent service!,2020-05-01
496,2,2,Needs improvement,2024-10-24
2256,9,4,Great hotel!,2024-04-01
1106,11,3,Average stay,2020-10-08
861,9,5,Perfect stay!,2023-10-12
225,8,5,Amazing staff!,2025-01-09
1212,8,4,Very good service,2021-11-27
2241,8,5,Amazing staff!,2020-07-02
1943,6,4,Good value,2025-05-22
1090,3,1,Terrible experience,2022-10-02
2587,14,4,Great hotel!,2023-09-16
112,15,5,Excellent service!,2023-02-13
432,3,4,Nice experience,2025-11-25
925,2,5,Highly recommend!,2020-08-02
1403,7,2,Below expectations,2023-05-10
345,5,3,Average stay,2021-11-20
2018,15,4,Good value,2023-04-25
441,13,3,Okay service,2020-05-24
2728,1,2,Needs improvement,2021-08-17
202,13,2,Needs improvement,2024-10-05
1821,12,2,Below expectations,2023-05-26
1081,15,5,Amazing staff!,2024-02-19
1456,15,4,Friendly staff,2024-02-10
2291,10,5,Excellent service!,2023-02-22
2625,5,5,Amazing staff!,2024-07-25
1707,7,5,Highly recommend!,2022-01-01
2139,4,4,Nice experience,2025-08-17
2504,14,5,Outstanding experience!,2025-06-21
6,4,5,Excellent service!,2020-07-08
1995,10,5,Perfect stay!,2025-07-09
2531,8,4,Friendly staff,2023-01-24
116,8,3,Decent hotel,2022-09-22
509,8,1,Awful service,2024-12-22
2824,12,3,Could be better,2022-12-04
1812,6,5,Perfect stay!,2021-11-28
1352,5,3,Decent hotel,2025-03-27
1877,13,5,Highly recommend!,2024-12-26
2120,4,4,Friendly staff,2020-06-24
868,1,5,Highly recommend!,2022-01-05
1422,2,4,Friendly staff,2021-08-01
1762,14,2,Needs improvement,2020-02-12
2084,1,4,Very good service,2022-07-07
81,4,5,Perfect stay!,2023-12-12
115,11,5,Excellent service!,2024-02-09
187,1,4,Very good service,2022-06-08
1020,5,3,Decent hotel,2021-06-09
1147,13,5,Perfect stay!,2025-08-07
1276,4,5,Highly recommend!,2024-01-30
1086,13,4,Very good service,2024-03-16
2629,4,2,Poor service,2024-05-13
765,3,5,Outstanding experience!,2025-09-06
2691,2,5,Outstanding experience!,2025-07-10
1455,11,4,Nice experience,2024-02-25
1697,4,1,Would not recommend,2022-05-05
3,2,4,Good value,2020-06-09
2062,11,5,Excellent service!,2020-06-11
2278,7,3,Average stay,2024-07-17
1840,11,2,Below expectations,2025-05-27
1565,6,4,Friendly staff,2020-12-09
427,12,3,Average stay,2020-03-21
2169,7,4,Friendly staff,2022-04-03
2370,5,4,Nice experience,2021-03-29
585,7,4,Good value,2021-02-24
1420,5,1,Extremely disappointed,2020-11-17
2947,1,2,Needs improvement,2021-12-06
847,1,4,Good value,2024-07-27
1802,5,5,Amazing staff!,2022-07-18
2296,12,4,Great hotel!,2023-05-12
2046,1,2,Needs improvement,2020-10-29
97,5,4,Nice experience,2024-01-06
530,6,5,Outstanding experience!,2021-09-11
125,6,4,Friendly staff,2023-07-21
1298,10,4,Nice experience,2022-08-14
1158,6,5,Amazing staff!,2025-11-02
2006,3,3,Could be better,2021-05-13
1952,10,5,Highly recommend!,2020-01-06
953,4,4,Nice experience,2021-04-22
2191,1,3,Decent hotel,2022-12-10
2709,4,4,Nice experience,2023-06-28
1484,14,1,Very poor,2025-01-25
92,7,3,Okay service,2022-08-31
1590,3,4,Good value,2023-05-23
2614,9,3,Okay service,2024-10-16
2381,1,5,Outstanding experience!,2023-01-06
164,11,1,Very poor,2022-10-09
1674,1,5,Amazing staff!,2023-06-15
2341,2,4,Great hotel!,2024-10-18
1411,7,4,Very good service,2020-10-30
2958,14,4,Good value,2023-12-21
143,6,4,Nice experience,2024-07-10
2825,12,4,Great hotel!,2024-05-10
499,2,4,Nice experience,2025-12-10
771,2,4,Friendly staff,2022-07-12
1341,12,3,Average stay,2020-01-01
2755,1,4,Nice experience,2021-04-18
2401,12,4,Nice experience,2021-05-04
570,6,4,Friendly staff,2023-10-11
2315,13,4,Friendly staff,2024-06-23
882,2,3,Fair experience,2025-07-24
897,3,2,Needs improvement,2024-06-25
2660,13,5,Amazing staff!,2024-07-07
690,10,4,Very good service,2025-10-05
2953,7,5,Outstanding experience!,2025-08-18
2435,3,4,Friendly staff,2022-07-08
697,4,5,Outstanding experience!,2023-05-14
1073,12,5,Excellent service!,2021-04-18
55,2,5,Amazing staff!,2023-01-30
1631,8,4,Good value,2025-08-02
795,4,3,Average stay,2023-12-23
1404,12,3,Okay service,2024-06-01
2204,2,5,Outstanding experience!,2020-12-11
987,13,1,Very poor,2021-10-08
1267,6,4,Nice experience,2024-05-28
1770,12,4,Great hotel!,2021-05-25
1680,7,4,Great hotel!,2023-05-19
2510,9,3,Fair experience,2022-03-01
2204,14,5,Outstanding experience!,2022-09-06
1002,7,4,Great hotel!,2021-05-02
381,13,2,Below expectations,2024-02-09
2396,7,5,Perfect stay!,2020-10-12
2148,15,1,Awful service,2024-07-21
2405,4,5,Excellent service!,2021-07-13
1837,4,4,Nice experience,2025-12-14
564,6,3,Decent hotel,2025-07-10
2838,6,5,Excellent service!,2025-12-08
699,14,5,Outstanding experience!,2020-05-20
2255,5,4,Great hotel!,2025-09-29
18,12,4,Nice experience,2021-11-03
1390,2,4,Nice experience,2022-05-04
1186,7,3,Okay service,2021-03-21
706,5,4,Good value,2020-05-12
614,7,3,Decent hotel,2025-11-03
2594,10,3,Average stay,2020-10-05
405,13,4,Nice experience,2021-11-21
2833,6,5,Excellent service!,2022-05-01
1622,6,1,Would not recommend,2024-06-20
1372,3,4,Good value,2024-04-23
2472,12,4,Good value,2023-12-24
2942,13,4,Friendly staff,2020-03-29
1555,13,4,Good value,2023-04-19
2978,4,4,Nice experience,2025-10-04
1088,9,4,Great hotel!,2022-12-24
1596,6,4,Friendly staff,2020-02-14
719,8,4,Friendly staff,2022-05-24
910,4,2,Below expectations,2023-05-21
1387,3,5,Perfect stay!,2023-09-19
1795,15,3,Average stay,2021-09-30
2674,14,4,Friendly staff,2023-07-23
1520,10,5,Outstanding experience!,2024-09-06
2390,7,2,Needs improvement,2020-09-11
733,6,5,Highly recommend!,2024-03-17
697,11,4,Nice experience,2020-12-01
1890,7,5,Excellent service!,2024-03-23
931,9,5,Outstanding experience!,2023-09-16
2642,7,4,Friendly staff,2022-03-09
2831,1,4,Good value,2022-08-13
2511,1,4,Good value,2021-08-08
2525,7,4,Great hotel!,2023-08-09
1115,6,2,Below expectations,2023-07-30
1261,1,4,Good value,2022-11-28
1477,13,4,Nice experience,2024-06-24
571,13,4,Nice experience,2021-07-02
1232,15,3,Fair experience,2021-06-21
407,3,3,Okay service,2025-01-17
2849,12,3,Okay service,2020-11-18
1142,15,5,Amazing staff!,2023-02-21
703,6,5,Highly recommend!,2021-10-20
2698,9,4,Friendly staff,2023-06-10
1270,1,4,Nice experience,2025-12-18
693,14,5,Outstanding experience!,2020-06-11
755,1,4,Very good service,2023-09-07
1670,5,2,Not satisfied,2023-04-23
526,4,5,Perfect stay!,2024-06-21
2889,12,5,Amazing staff!,2020-05-18
2220,12,4,Nice experience,2024-06-08
2658,1,5,Outstanding experience!,2020-02-25
1715,6,3,Average stay,2022-05-24
2366,1,4,Good value,2021-08-27
779,12,4,Very good service,2022-06-17
535,12,4,Nice experience,2023-05-19
953,12,5,Amazing staff!,2025-11-13
1572,9,4,Friendly staff,2020-12-21
1069,13,5,Outstanding experience!,2023-11-03
2446,10,1,Extremely disappointed,2021-08-26
1878,12,3,Fair experience,2022-01-12
33,11,2,Disappointing,2021-10-27
823,13,4,Friendly staff,2025-07-03
1687,12,2,Below expectations,2021-10-16
2278,3,4,Great hotel!,2023-10-07
146,2,4,Great hotel!,2020-11-20
622,12,4,Very good service,2020-01-30
2506,3,4,Friendly staff,2025-01-18
534,5,5,Perfect stay!,2024-04-25
2621,5,3,Fair experience,2020-05-07
2215,9,5,Excellent service!,2023-12-09
2405,1,4,Friendly staff,2021-10-18
348,4,5,Excellent service!,2022-03-29
953,12,4,Friendly staff,2022-09-03
2926,13,3,Fair experience,2024-01-08
2814,9,5,Outstanding experience!,2024-05-11
264,15,4,Nice experience,2025-04-10
1995,10,5,Outstanding experience!,2023-04-28
2067,10,3,Could be better,2024-02-09
924,6,4,Great hotel!,2024-06-15
185,14,4,Good value,2025-10-19
1417,14,3,Average stay,2025-07-18
1655,7,3,Okay service,2024-07-25
1610,15,4,Great hotel!,2025-02-24
1534,7,2,Not satisfied,2023-07-02
1910,4,3,Fair experience,2020-08-28
2731,1,4,Friendly staff,2025-10-15
157,9,4,Nice experience,2025-03-27
786,2,5,Highly recommend!,2024-08-03
2967,5,4,Great hotel!,2023-04-15
115,13,4,Great hotel!,2022-02-05
227,2,3,Okay service,2022-07-26
1780,3,4,Friendly staff,2023-04-17
2714,13,1,Awful service,2020-04-15
2834,12,5,Perfect stay!,2023-11-04
1229,11,3,Could be better,2022-08-28
193,11,4,Friendly staff,2021-02-26
1966,13,4,Friendly staff,2024-02-08
1126,7,2,Disappointing,2024-09-07
393,6,4,Great hotel!,2025-08-02
664,5,5,Outstanding experience!,2024-09-23
554,4,5,Outstanding experience!,2023-01-23
2300,5,5,Perfect stay!,2023-02-15
2333,15,4,Very good service,2022-06-13
2553,4,5,Excellent service!,2021-03-28
687,9,5,Outstanding experience!,2022-09-24
2091,11,2,Not satisfied,2021-07-12
733,12,5,Outstanding experience!,2021-09-30
1901,5,4,Friendly staff,2023-07-01
377,11,2,Below expectations,2024-03-23
19,5,4,Very good service,2022-09-03
915,12,4,Good value,2021-10-04
358,8,3,Average stay,2024-07-14
884,7,4,Nice experience,2025-01-17
2469,6,5,Excellent service!,2024-03-24
1929,12,4,Very good service,2025-01-05
679,10,4,Friendly staff,2020-05-12
2946,14,4,Good value,2024-08-11
2223,1,4,Great hotel!,2021-03-28
157,15,5,Amazing staff!,2022-12-10
927,11,2,Not satisfied,2023-03-10
2795,4,4,Nice experience,2020-04-28
1063,10,5,Outstanding experience!,2024-04-11
2818,1,3,Average stay,2020-07-02
1711,4,4,Great hotel!,2020-03-09
2043,13,4,Great hotel!,2023-03-04
2148,2,3,Fair experience,2023-04-30
834,3,3,Okay service,2023-01-11
2450,10,4,Good value,2022-12-04
2085,5,5,Amazing staff!,2025-12-09
129,10,1,Terrible experience,2020-08-20
2197,5,5,Highly recommend!,2023-12-20
191,13,1,Very poor,2024-07-27
758,7,1,Would not recommend,2020-08-29
2209,4,4,Very good service,2020-12-02
1620,10,3,Fair experience,2021-10-15
1294,3,5,Excellent service!,2024-03-19
1874,2,5,Outstanding experience!,2024-01-09
2606,14,3,Decent hotel,2025-01-07
1171,4,3,Average stay,2023-08-30
2351,3,2,Not satisfied,2025-12-20
2807,14,3,Decent hotel,2024-06-12
1175,10,4,Very good service,2024-02-10
2837,15,4,Nice experience,2023-06-12
2759,3,4,Nice experience,2023-07-30
2192,3,4,Very good service,2020-02-20
1296,12,5,Outstanding experience!,2020-10-15
2371,11,3,Average stay,2021-10-18
214,14,3,Fair experience,2025-01-02
285,12,5,Outstanding experience!,2025-07-31
811,10,5,Excellent service!,2022-11-04
689,9,4,Friendly staff,2020-03-18
1787,5,3,Okay service,2022-08-10
1914,11,4,Nice experience,2024-08-07
1262,4,5,Outstanding experience!,2023-03-05
2517,7,2,Needs improvement,2022-05-31
1241,1,3,Decent hotel,2021-10-05
473,6,3,Okay service,2023-07-17
989,6,4,Nice experience,2024-09-01
319,1,5,Outstanding experience!,2024-12-15
954,6,3,Average stay,2021-05-09
1264,9,2,Needs improvement,2022-10-23
2140,9,2,Disappointing,2020-12-11
1197,15,4,Great hotel!,2020-09-19
545,2,2,Disappointing,2021-01-31
1116,14,5,Highly recommend!,2023-05-30
2586,9,4,Friendly staff,2024-09-03
257,2,4,Great hotel!,2020-05-09
1995,7,5,Amazing staff!,2024-11-23
1558,13,2,Needs improvement,2022-03-09
2202,2,2,Poor service,2020-10-08
46,2,5,Outstanding experience!,2023-09-04
773,14,5,Amazing staff!,2024-12-22
497,3,4,Very good service,2020-12-14
779,3,4,Very good service,2022-03-25
1471,15,3,Fair experience,2021-04-21
367,1,1,Awful service,2022-06-01
327,15,5,Excellent service!,2022-02-25
467,14,4,Very good service,2022-11-19
120,2,3,Fair experience,2024-01-17
2581,10,5,Amazing staff!,2024-08-01
2975,9,3,Average stay,2024-01-23
2797,8,4,Good value,2020-03-09
1235,7,5,Outstanding experience!,2021-03-07
986,11,5,Perfect stay!,2020-03-25
684,7,5,Highly recommend!,2021-10-02
1341,10,4,Great hotel!,2020-10-15
2661,9,4,Good value,2023-12-04
98,14,3,Decent hotel,2023-11-25
1617,6,4,Nice experience,2023-05-30
2709,5,5,Amazing staff!,2025-04-29
97,15,5,Perfect stay!,2024-12-31
1388,7,3,Fair experience,2024-05-04
2547,13,4,Friendly staff,2025-12-07
378,5,4,Great hotel!,2025-11-12
204,3,3,Decent hotel,2025-05-13
2209,4,5,Highly recommend!,2022-04-27
1536,9,5,Perfect stay!,2025-01-05
2007,11,3,Average stay,2023-11-06
392,3,3,Decent hotel,2024-10-11
1208,5,4,Friendly staff,2022-09-19
229,1,4,Very good service,2022-04-19
1179,4,5,Amazing staff!,2023-01-21
2876,9,4,Great hotel!,2024-01-05
1993,6,5,Perfect stay!,2025-01-28
64,10,4,Nice experience,2023-06-04
1553,10,4,Nice experience,2020-02-16
36,15,4,Good value,2022-03-11
2215,8,5,Outstanding experience!,2024-01-03
1703,5,2,Disappointing,2024-01-03
1163,5,5,Amazing staff!,2020-09-30
1273,10,4,Very good service,2025-09-24
156,3,4,Good value,2024-10-13
2498,8,4,Great hotel!,2025-04-10
798,13,5,Outstanding experience!,2024-11-03
1334,9,5,Outstanding experience!,2022-07-20
799,5,3,Average stay,2023-09-20
245,14,3,Fair experience,2025-02-04
1069,6,4,Great hotel!,2025-10-15
1782,7,5,Outstanding experience!,2022-07-13
2603,10,4,Very good service,2025-01-13
624,7,5,Perfect stay!,2023-04-07
1192,4,5,Excellent service!,2020-10-03
2505,11,4,Friendly staff,2022-08-16
426,11,1,Very poor,2022-04-28
707,13,3,Average stay,2021-09-27
1200,9,1,Terrible experience,2021-08-02
179,14,5,Excellent service!,2022-05-19
903,6,3,Average stay,2024-09-20
2048,3,5,Highly recommend!,2020-05-16
2427,12,5,Highly recommend!,2024-03-27
260,14,5,Perfect stay!,2023-06-03
804,5,4,Very good service,2022-05-09
1109,7,3,Okay service,2023-08-07
574,10,2,Poor service,2022-04-04
1737,1,2,Needs improvement,2025-03-25
1664,13,4,Good value,2024-01-15
1391,3,5,Perfect stay!,2024-12-07
1396,11,5,Highly recommend!,2023-02-08
354,4,5,Highly recommend!,2024-08-26
1861,3,3,Could be better,2025-05-01
2694,3,2,Poor service,2025-03-18
2350,4,5,Amazing staff!,2024-09-06
954,15,4,Very good service,2024-11-13
293,14,5,Excellent service!,2022-09-17
761,5,2,Not satisfied,2024-03-10
2252,12,4,Great hotel!,2023-10-04
34,3,4,Very good service,2023-09-25
16,15,3,Decent hotel,2024-12-23
1809,13,4,Great hotel!,2025-10-30
1230,5,2,Disappointing,2024-03-09
12,13,5,Outstanding experience!,2025-05-10
2806,13,5,Perfect stay!,2025-11-01
2964,4,2,Poor service,2021-04-21
2467,9,1,Very poor,2023-06-10
319,4,5,Perfect stay!,2024-04-08
2458,12,5,Outstanding experience!,2024-07-14
2083,13,4,Friendly staff,2023-04-08
2924,2,3,Decent hotel,2025-11-07
1179,11,4,Very good service,2025-03-01
2515,2,4,Very good service,2020-07-25
318,5,3,Decent hotel,2022-04-12
1706,4,3,Okay service,2024-08-17
3000,3,2,Poor service,2023-03-24
2500,14,3,Fair experience,2024-05-11
2481,1,2,Not satisfied,2023-10-23
133,5,4,Nice experience,2021-09-30
2938,12,4,Friendly staff,2022-06-13
170,1,4,Very good service,2022-08-15
1884,12,1,Very poor,2022-10-22
1712,2,3,Decent hotel,2025-03-05
1557,11,5,Highly recommend!,2025-12-02
2798,1,5,Amazing staff!,2020-01-22
239,11,5,Amazing staff!,2022-10-17
2692,12,5,Perfect stay!,2021-05-05
1463,7,2,Below expectations,2020-02-18
233,12,4,Great hotel!,2020-08-28
460,10,4,Very good service,2025-07-03
595,10,3,Okay service,2023-02-07
1912,2,2,Poor service,2021-09-26
2544,9,5,Amazing staff!,2020-01-24
2575,8,5,Perfect stay!,2021-07-29
1641,15,5,Highly recommend!,2022-02-11
885,2,5,Perfect stay!,2024-07-15
1637,7,4,Nice experience,2022-05-24
1230,8,3,Decent hotel,2023-12-01
1742,9,5,Excellent service!,2022-07-30
2991,1,3,Fair experience,2024-08-11
1183,7,2,Below expectations,2025-07-20
1160,11,3,Could be better,2021-10-05
1240,12,1,Terrible experience,2021-08-10
1167,13,3,Fair experience,2022-02-11
1551,8,5,Excellent service!,2023-11-22
1314,8,3,Decent hotel,2024-07-15
1552,12,4,Great hotel!,2025-08-08
602,4,2,Poor service,2025-10-21
69,11,3,Could be better,2021-07-05
974,4,4,Great hotel!,2025-11-27
355,14,5,Perfect stay!,2024-04-14
2220,7,5,Excellent service!,2022-03-02
1036,2,4,Good value,2025-04-01
2100,11,4,Great hotel!,2020-07-23
1652,13,4,Good value,2023-10-07
1727,2,5,Excellent service!,2022-07-16
1243,14,1,Would not recommend,2023-03-17
2041,10,5,Excellent service!,2025-12-17
1991,6,3,Average stay,2021-01-15
1200,12,3,Could be better,2023-06-05
1096,3,1,Terrible experience,2023-02-16
2470,15,3,Could be better,2024-10-25
1042,10,5,Perfect stay!,2022-04-02
387,4,2,Below expectations,2025-04-03
1240,11,4,Very good service,2023-06-17
999,5,2,Disappointing,2025-03-02
2823,8,5,Amazing staff!,2020-08-26
1266,2,5,Highly recommend!,2022-08-05
1117,7,5,Perfect stay!,2023-04-02
1958,13,2,Below expectations,2021-02-23
1929,10,3,Okay service,2025-06-22
1892,8,5,Amazing staff!,2025-09-29
706,12,3,Could be better,2025-11-19
2164,6,3,Could be better,2021-10-28
2221,3,1,Would not recommend,2022-11-15
1783,12,2,Needs improvement,2020-12-28
828,1,4,Nice experience,2023-03-09
2464,15,3,Fair experience,2023-07-04
1206,6,3,Okay service,2023-08-10
2269,1,5,Amazing staff!,2024-09-14
2532,1,2,Not satisfied,2020-07-05
831,13,3,Could be better,2025-08-14
1172,9,1,Would not recommend,2023-08-19
720,5,4,Nice experience,2020-01-21
2254,7,5,Excellent service!,2024-03-04
390,2,5,Highly recommend!,2023-11-12
320,9,4,Great hotel!,2020-10-19
1380,7,3,Average stay,2024-11-21
1065,4,1,Extremely disappointed,2021-02-23
2067,13,3,Average stay,2021-11-21
569,8,3,Okay service,2020-06-14
197,5,4,Very good service,2025-12-21
2450,13,3,Decent hotel,2021-11-13
639,3,4,Great hotel!,2023-08-01
2812,2,5,Perfect stay!,2021-12-28
1675,14,3,Fair experience,2022-05-14
1699,6,4,Very good service,2021-02-06
2296,14,1,Terrible experience,2021-12-11
493,8,5,Perfect stay!,2024-04-05
407,15,4,Great hotel!,2021-07-14
1122,9,3,Decent hotel,2024-03-15
160,7,4,Good value,2020-04-06
1542,9,5,Excellent service!,2021-05-06
1962,4,4,Good value,2020-01-16
970,14,4,Great hotel!,2020-04-29
2213,10,5,Highly recommend!,2021-03-04
917,14,4,Very good service,2021-07-03
2255,1,4,Very good service,2021-04-03
2329,14,4,Good value,2020-05-05
643,11,3,Okay service,2021-12-10
345,1,5,Perfect stay!,2021-11-04
280,15,2,Needs improvement,2022-09-04
1583,11,4,Great hotel!,2023-07-29
1854,11,5,Highly recommend!,2023-12-17
2955,15,1,Would not recommend,2020-08-13
1602,2,2,Below expectations,2023-07-27
306,11,5,Perfect stay!,2023-10-21
2216,9,5,Perfect stay!,2023-09-28
366,12,2,Poor service,2022-09-05
1408,1,4,Nice experience,2025-11-07
1216,1,4,Nice experience,2022-06-01
2060,6,4,Great hotel!,2024-08-02
2257,5,4,Great hotel!,2024-01-17
580,3,3,Average stay,2021-09-03
1395,6,3,Okay service,2020-04-14
985,15,5,Excellent service!,2021-03-07
1635,1,3,Okay service,2020-06-20
1384,7,4,Very good service,2020-11-17
44,5,5,Excellent service!,2024-04-30
474,10,3,Average stay,2020-01-28
1483,6,5,Outstanding experience!,2025-02-09
896,8,4,Nice experience,2021-07-17
750,7,5,Amazing staff!,2024-08-03
1618,4,3,Could be better,2025-01-24
839,12,5,Excellent service!,2024-08-17
511,3,3,Average stay,2022-07-16
2647,2,2,Needs improvement,2024-07-22
283,1,2,Disappointing,2020-06-09
1177,15,4,Friendly staff,2021-06-28
169,15,2,Disappointing,2024-12-16
250,9,4,Nice experience,2024-03-29
2722,6,2,Poor service,2023-02-15
1872,5,5,Perfect stay!,2020-11-18
636,1,4,Great hotel!,2022-08-27
388,14,4,Nice experience,2020-12-03
362,9,4,Nice experience,2020-08-30
174,10,3,Decent hotel,2020-12-18
2930,4,5,Excellent service!,2025-10-21
2391,12,4,Great hotel!,2022-06-28
2734,5,3,Okay service,2025-12-10
2197,3,3,Decent hotel,2020-10-10
2241,7,2,Poor service,2020-08-19
2844,9,4,Very good service,2020-11-28
1011,1,5,Perfect stay!,2022-10-25
1039,9,2,Needs improvement,2020-03-27
2260,3,5,Amazing staff!,2021-03-14
229,13,4,Nice experience,2025-02-17
1943,6,4,Friendly staff,2022-02-28
1906,3,1,Terrible experience,2024-09-21
1638,11,5,Perfect stay!,2024-01-08
873,12,5,Perfect stay!,2025-07-30
318,14,4,Nice experience,2020-02-09
1279,7,4,Good value,2025-06-21
2126,12,2,Below expectations,2021-01-09
2372,10,5,Excellent service!,2021-03-13
614,12,3,Fair experience,2022-05-17
1856,9,5,Highly recommend!,2021-03-31
1821,15,5,Perfect stay!,2020-07-16
690,10,3,Okay service,2021-09-21
6,9,5,Excellent service!,2023-09-28
2494,2,1,Awful service,2024-09-05
1602,5,3,Okay service,2022-02-18
658,8,5,Outstanding experience!,2020-12-17
1390,3,1,Extremely disappointed,2025-10-25
988,7,3,Could be better,2022-10-24
266,15,2,Below expectations,2024-02-22
299,14,5,Excellent service!,2021-02-25
1360,1,5,Perfect stay!,2020-12-01
410,11,5,Highly recommend!,2023-02-08
843,7,3,Average stay,2024-10-16
717,12,2,Poor service,2021-06-03
2466,9,4,Great hotel!,2024-08-10
543,12,1,Terrible experience,2020-02-12
2866,1,5,Amazing staff!,2022-11-01
1851,4,2,Below expectations,2025-10-31
1391,14,3,Fair experience,2022-11-09
324,3,2,Needs improvement,2020-02-23
2220,8,2,Poor service,2025-11-21
630,3,4,Very good service,2021-05-17
1726,5,5,Excellent service!,2024-08-30
2924,7,4,Good value,2024-10-05
1655,12,3,Fair experience,2021-12-15
763,5,4,Good value,2023-06-20
370,2,5,Highly recommend!,2021-05-04
2199,5,4,Very good service,2022-10-03
258,1,4,Very good service,2021-04-16
1701,10,3,Fair experience,2024-12-29
2750,8,5,Perfect stay!,2020-08-16
801,2,2,Not satisfied,2024-04-01
2541,6,1,Very poor,2021-08-20
1007,11,4,Very good service,2021-01-12
827,7,4,Very good service,2023-11-08
800,6,3,Decent hotel,2024-05-27
73,8,4,Friendly staff,2023-03-31
1006,10,5,Perfect stay!,2024-04-21
196,4,5,Excellent service!,2021-03-12
1121,1,4,Good value,2020-11-21
1815,11,4,Nice experience,2022-03-22
1649,5,5,Perfect stay!,2021-10-16
118,2,4,Very good service,2021-05-26
119,15,5,Outstanding experience!,2024-01-11
1277,8,4,Good value,2021-05-16
1461,4,4,Great hotel!,2025-01-20
626,2,5,Outstanding experience!,2021-11-14
302,2,5,Amazing staff!,2024-02-14
295,10,4,Good value,2020-04-08
2397,2,5,Perfect stay!,2021-09-09
1350,6,4,Nice experience,2022-04-12
1891,3,5,Amazing staff!,2023-02-22
1546,13,2,Poor service,2022-09-13
429,9,5,Perfect stay!,2022-05-21
1820,9,3,Could be better,2022-05-10
1985,12,5,Outstanding experience!,2021-05-24
465,6,3,Decent hotel,2023-02-05
1287,1,5,Highly recommend!,2022-07-20
2844,5,5,Highly recommend!,2020-05-17
1171,7,5,Perfect stay!,2023-10-28
1647,1,1,Very poor,2022-10-18
392,12,3,Could be better,2020-07-02
564,3,4,Good value,2025-02-18
1297,1,3,Average stay,2021-12-22
204,4,5,Perfect stay!,2023-11-09
235,3,3,Could be better,2021-03-15
2410,11,4,Friendly staff,2022-01-15
2215,7,3,Fair experience,2024-04-29
21,4,3,Okay service,2024-11-07
488,7,3,Okay service,2022-03-14
2120,15,2,Not satisfied,2022-06-01
440,13,3,Average stay,2023-02-15
865,10,3,Could be better,2022-09-23
2050,10,5,Highly recommend!,2025-07-14
2047,5,4,Great hotel!,2021-07-03
2842,13,4,Friendly staff,2022-06-12
2031,15,3,Okay service,2023-12-30
2356,15,4,Good value,2023-09-21
1784,12,5,Amazing staff!,2024-06-29
1534,10,5,Highly recommend!,2021-06-20
1290,15,5,Highly recommend!,2022-07-28
2037,15,4,Very good service,2021-04-13
